0.124 0.007 0.389 0.267   -1.0
0.236 0.466 0.748 0.124   -1.0
0.609 0.516 0.756 0.122   1.0
0.416 0.203 0.672 0.034   -1.0
0.533 0.965 0.100 0.951   1.0
0.500 0.333 0.521 0.619   -1.0
0.086 0.000 0.650 0.115   -1.0
0.773 0.137 0.601 0.820   -1.0*
0.670 0.873 0.596 0.279   1.0
0.097 0.695 0.735 0.802   1.0
0.011 0.621 0.983 0.400   1.0
0.924 0.605 0.839 0.991   1.0
0.660 0.372 0.393 0.891   1.0
0.527 0.687 0.578 0.821   1.0
0.130 0.269 0.184 0.891   -1.0
0.192 0.745 0.139 0.252   -1.0
0.829 0.766 0.246 0.018   -1.0
0.382 0.521 0.951 0.860   1.0
0.450 0.626 0.596 0.888   1.0
0.765 0.515 0.572 0.092   -1.0
0.639 0.329 0.852 0.517   1.0
0.889 0.478 0.623 0.279   1.0
0.800 0.607 0.775 0.314   1.0
0.083 0.160 0.213 0.333   -1.0
0.879 0.857 0.813 0.097   1.0
0.234 0.567 0.371 0.833   1.0
0.969 0.067 0.005 0.292   -1.0
0.255 0.574 0.205 0.574   -1.0
0.893 0.127 0.899 0.658   1.0
0.811 0.394 0.504 0.717   1.0
0.457 0.662 0.317 0.210   -1.0
0.934 0.312 0.845 0.551   1.0
0.112 0.402 0.145 0.130   -1.0
0.067 0.265 0.676 0.758   -1.0
0.376 0.300 0.791 0.942   1.0
0.542 0.538 0.851 0.963   1.0
0.692 0.654 0.803 0.734   1.0
0.082 0.056 0.397 0.501   -1.0
0.511 0.050 0.420 0.375   -1.0
0.251 0.704 0.470 0.775   1.0
0.523 0.663 0.689 0.066   -1.0
0.558 0.885 0.150 0.490   1.0
0.099 0.955 0.329 0.899   1.0
0.635 0.219 0.577 0.544   -1.0
0.401 0.627 0.959 0.901   1.0
0.357 0.112 0.512 0.523   -1.0
0.334 0.624 0.603 0.009   -1.0
0.390 0.912 0.426 0.794   1.0
0.632 0.467 0.833 0.146   1.0
0.258 0.700 0.199 0.146   -1.0
0.152 0.022 0.546 0.698   -1.0
0.040 0.552 0.206 0.964   -1.0
0.864 0.459 0.307 0.819   1.0
0.080 0.468 0.425 0.201   -1.0
0.297 0.372 0.608 0.761   1.0
0.014 0.217 0.064 0.978   -1.0
0.419 0.372 0.385 0.485   1.0*
0.831 0.269 0.495 0.667   1.0
0.237 0.555 0.800 0.709   1.0
0.034 0.788 0.742 0.948   1.0
0.904 0.745 0.858 0.045   1.0
0.038 0.625 0.032 0.611   -1.0
0.927 0.936 0.846 0.407   1.0
0.176 0.354 0.491 0.058   1.0*
0.394 0.477 0.166 0.278   -1.0
0.917 0.846 0.744 0.512   1.0
0.967 0.005 0.881 0.127   -1.0
0.559 0.806 0.421 0.150   -1.0
0.954 0.379 0.362 0.058   -1.0
0.534 0.163 0.137 0.739   -1.0
0.192 0.753 0.957 0.150   1.0
0.025 0.397 0.930 0.044   -1.0
0.790 0.842 0.735 0.634   1.0
0.621 0.918 0.085 0.475   1.0
0.209 0.177 0.144 0.583   -1.0
0.743 0.561 0.387 0.128   -1.0
0.810 0.287 0.088 0.897   1.0
0.191 0.329 0.656 0.858   1.0
0.917 0.830 0.509 0.546   1.0
0.137 0.759 0.708 0.251   -1.0
0.874 0.539 0.236 0.029   -1.0
0.626 0.864 0.106 0.624   1.0
0.560 0.814 0.757 0.383   1.0
0.039 0.644 0.992 0.437   1.0
0.511 0.794 0.735 0.437   1.0
0.374 0.765 0.446 0.036   -1.0
0.311 0.133 0.806 0.055   1.0*
0.476 0.320 0.871 0.467   1.0
0.394 0.330 0.372 0.394   -1.0
0.930 0.738 0.488 0.371   1.0
0.947 0.799 0.086 0.373   1.0
0.001 0.978 0.725 0.853   1.0
0.343 0.613 0.469 0.276   -1.0
0.242 0.355 0.769 0.763   1.0
0.632 0.610 0.837 0.218   1.0
0.971 0.687 0.423 0.234   1.0
0.143 0.968 0.500 0.816   1.0
0.211 0.184 0.278 0.661   -1.0
0.344 0.993 0.196 0.424   -1.0
0.675 0.632 0.756 0.725   1.0
0.964 0.454 0.082 0.263   1.0*
0.426 0.196 0.367 0.704   -1.0
0.973 0.835 0.339 0.455   1.0
0.726 0.565 0.187 0.259   -1.0
0.649 0.119 0.854 0.875   1.0
0.814 0.464 0.779 0.286   1.0
0.624 0.688 0.480 0.550   1.0
0.619 0.762 0.118 0.440   -1.0
0.665 0.268 0.277 0.635   -1.0
0.328 0.697 0.173 0.581   -1.0
0.166 0.276 0.987 0.492   -1.0
0.854 0.265 0.293 0.949   1.0
0.993 0.919 0.896 0.599   1.0
0.365 0.627 0.074 0.332   -1.0
0.530 0.690 0.412 0.642   1.0
0.549 0.681 0.508 0.028   1.0*
0.741 0.103 0.080 0.791   -1.0
0.045 0.802 0.642 0.171   -1.0
0.825 0.192 0.712 0.414   1.0
0.928 0.334 0.294 0.073   -1.0
0.752 0.144 0.786 0.043   -1.0
0.011 0.787 0.169 0.743   -1.0
0.772 0.027 0.430 0.832   -1.0*
0.606 0.044 0.707 0.879   1.0
0.003 0.601 0.370 0.686   -1.0
0.923 0.335 0.709 0.441   1.0
0.503 0.151 0.144 0.337   -1.0
0.068 0.307 0.902 0.544   -1.0
0.062 0.012 0.978 0.502   -1.0
0.279 0.534 0.758 0.009   -1.0
0.253 0.281 0.934 0.484   -1.0
0.253 0.172 0.636 0.594   -1.0
0.399 0.103 0.546 0.848   -1.0
0.733 0.477 0.369 0.800   1.0
0.974 0.174 0.175 0.711   -1.0*
0.647 0.586 0.354 0.332   -1.0
0.812 0.612 0.947 0.339   1.0
