0.231 0.585 0.787 0.675   1.0
0.714 0.839 0.165 0.887   1.0
0.457 0.452 0.624 0.663   1.0
0.430 0.670 0.312 0.796   1.0
0.312 0.254 0.339 0.466   -1.0
0.320 0.653 0.110 0.041   -1.0
0.649 0.064 0.396 0.970   1.0
0.690 0.202 0.637 0.476   1.0
0.460 0.424 0.684 0.779   1.0
0.885 0.046 0.230 0.089   -1.0
0.746 0.862 0.570 0.228   1.0
0.221 0.109 0.807 0.113   -1.0
0.032 0.145 0.810 0.722   -1.0
0.276 0.848 0.242 0.758   1.0
0.462 0.673 0.263 0.798   1.0
0.446 0.570 0.438 0.904   1.0
0.161 0.241 0.084 0.187   -1.0
0.841 0.768 0.270 0.429   1.0
0.316 0.065 0.873 0.659   -1.0
0.975 0.341 0.016 0.637   -1.0
0.798 0.807 0.876 0.595   1.0
0.417 0.486 0.186 0.251   -1.0
0.860 0.305 0.337 0.289   -1.0
0.709 0.553 0.122 0.131   -1.0
0.965 0.073 0.097 0.905   1.0
0.612 0.948 0.354 0.020   -1.0
0.876 0.385 0.182 0.115   1.0*
0.174 0.855 0.644 0.730   1.0
0.382 0.158 0.065 0.645   -1.0
0.377 0.758 0.073 0.997   1.0
0.962 0.882 0.050 0.578   1.0
0.349 0.039 0.510 0.225   -1.0
0.113 0.745 0.596 0.266   -1.0
0.416 0.091 0.479 0.310   -1.0
0.407 0.963 0.831 0.339   1.0
0.782 0.827 0.968 0.153   -1.0*
0.398 0.218 0.729 0.587   -1.0
0.449 0.008 0.205 0.100   -1.0
0.771 0.280 0.085 0.663   -1.0
0.268 0.954 0.941 0.835   1.0
0.323 0.278 0.994 0.620   1.0
0.879 0.604 0.576 0.071   1.0
0.054 0.070 0.883 0.501   -1.0
0.873 0.226 0.503 0.089   -1.0
0.479 0.581 0.625 0.548   1.0
0.870 0.878 0.614 0.592   1.0
0.890 0.213 0.743 0.317   1.0
0.588 0.685 0.989 0.020   1.0
0.279 0.424 0.630 0.150   -1.0
0.387 0.743 0.640 0.013   -1.0
0.646 0.551 0.810 0.173   -1.0*
0.385 0.558 0.784 0.779   1.0
0.074 0.010 0.119 0.442   -1.0
0.226 0.075 0.756 0.356   -1.0
0.850 0.235 0.931 0.123   1.0
0.969 0.134 0.313 0.713   1.0
0.741 0.327 0.796 0.817   1.0
0.553 0.205 0.981 0.021   -1.0
0.842 0.389 0.793 0.427   1.0
0.996 0.227 0.275 0.801   1.0
0.877 0.163 0.025 0.478   -1.0
0.995 0.771 0.328 0.682   -1.0*
0.066 0.868 0.772 0.634   1.0
0.048 0.390 0.632 0.795   -1.0
0.285 0.307 0.377 0.422   -1.0
0.816 0.327 0.604 0.017   -1.0
0.897 0.396 0.648 0.054   -1.0
0.132 0.522 0.409 0.957   1.0
0.876 0.439 0.055 0.785   1.0
0.198 0.616 0.209 0.437   -1.0
0.421 0.857 0.848 0.657   1.0
0.008 0.034 0.817 0.809   -1.0
0.669 0.772 0.121 0.800   -1.0*
0.168 0.921 0.716 0.453   1.0
0.062 0.031 0.374 0.918   -1.0
0.094 0.232 0.742 0.798   -1.0
0.029 0.951 0.906 0.171   1.0
0.195 0.387 0.525 0.869   -1.0
0.474 0.548 0.060 0.665   -1.0
0.268 0.062 0.121 0.286   -1.0
0.814 0.254 0.537 0.136   -1.0
0.997 0.733 0.350 0.419   1.0
0.597 0.343 0.333 0.424   -1.0
0.311 0.886 0.245 0.765   1.0
0.566 0.624 0.964 0.996   1.0
0.584 0.255 0.844 0.035   -1.0
0.287 0.395 0.117 0.331   -1.0
0.301 0.436 0.519 0.707   -1.0
0.427 0.563 0.409 0.405   -1.0
0.062 0.523 0.122 0.385   -1.0
0.420 0.033 0.048 0.114   -1.0
0.722 0.611 0.706 0.960   1.0
0.914 0.416 0.636 0.180   1.0
0.245 0.684 0.486 0.845   1.0
0.888 0.584 0.649 0.189   1.0
0.574 0.261 0.187 0.082   1.0*
0.229 0.080 0.946 0.941   1.0
0.589 0.772 0.108 0.560   -1.0*
0.378 0.650 0.629 0.397   1.0
0.274 0.626 0.273 0.540   -1.0
