param n := 100;
param d := 4;
set POINTS := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100;
param y :=
1 1.0
2 1.0
3 1.0
4 1.0
5 -1.0
6 -1.0
7 1.0
8 1.0
9 1.0
10 -1.0
11 1.0
12 -1.0
13 -1.0
14 1.0
15 1.0
16 1.0
17 -1.0
18 1.0
19 -1.0
20 -1.0
21 1.0
22 -1.0
23 -1.0
24 -1.0
25 1.0
26 -1.0
27 1.0
28 1.0
29 -1.0
30 1.0
31 1.0
32 -1.0
33 -1.0
34 -1.0
35 1.0
36 -1.0
37 -1.0
38 -1.0
39 -1.0
40 1.0
41 1.0
42 1.0
43 -1.0
44 -1.0
45 1.0
46 1.0
47 1.0
48 1.0
49 -1.0
50 -1.0
51 -1.0
52 1.0
53 -1.0
54 -1.0
55 1.0
56 1.0
57 1.0
58 -1.0
59 1.0
60 1.0
61 -1.0
62 -1.0
63 1.0
64 -1.0
65 -1.0
66 -1.0
67 -1.0
68 1.0
69 1.0
70 -1.0
71 1.0
72 -1.0
73 -1.0
74 1.0
75 -1.0
76 -1.0
77 1.0
78 -1.0
79 -1.0
80 -1.0
81 -1.0
82 1.0
83 -1.0
84 1.0
85 1.0
86 -1.0
87 -1.0
88 -1.0
89 -1.0
90 -1.0
91 -1.0
92 1.0
93 1.0
94 1.0
95 1.0
96 1.0
97 1.0
98 -1.0
99 1.0
100 -1.0
;
param X :=
[1, *] 0.231 0.585 0.787 0.675
[2, *] 0.714 0.839 0.165 0.887
[3, *] 0.457 0.452 0.624 0.663
[4, *] 0.43 0.67 0.312 0.796
[5, *] 0.312 0.254 0.339 0.466
[6, *] 0.32 0.653 0.11 0.041
[7, *] 0.649 0.064 0.396 0.97
[8, *] 0.69 0.202 0.637 0.476
[9, *] 0.46 0.424 0.684 0.779
[10, *] 0.885 0.046 0.23 0.089
[11, *] 0.746 0.862 0.57 0.228
[12, *] 0.221 0.109 0.807 0.113
[13, *] 0.032 0.145 0.81 0.722
[14, *] 0.276 0.848 0.242 0.758
[15, *] 0.462 0.673 0.263 0.798
